name,old_person_attribute_type_id,old_person_attribute_type_uuid,new_person_attribute_type_id,new_person_attribute_type_uuid
"Local de Nascimento",2,"8d8718c2-c2cc-11de-8d13-0010c6dffd0f",3,"8d871afc-c2cc-11de-8d13-0010c6dffd0f"
