name,old_visit_type_id,old_visit_type_uuid,new_visit_type_id,new_visit_type_uuid
"SEGUIMENTO PTV",1,"056a9354-320f-4b12-9db3-187e12e20b76",2,"26690ee5-b451-4850-b41e-41a7c87b31e9"
