name,old_encounter_type_id,old_encounter_type_uuid,new_encounter_type_id,new_encounter_type_uuid
"S.TARV: ADULTO INICIAL B",1,"e278f1c2-1d5f-11e0-b929-000c29ad1d07",2,"e278f460-1d5f-11e0-b929-000c29ad1d07"
